location_id,name,type,location,address,status,food_items,latitude,longitude
934619,May Catering,Truck,EXECUTIVE PARK BLVD: CANDLESTICK COVE WAY to SANDPIPER COVE WAY \ THOMAS MELLON DR (138 - 198),150 EXECUTIVE PARK BLVD,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.71083793114100,-122.39354336301300
1337427,Liang Bai Ping,Truck,QUESADA AVE: ARELIOUS WALKER DR to GRIFFITH ST (1000 - 1099),1031 QUESADA AVE,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72578913981240,-122.37897271962400
934620,May Catering,Truck,MINNA ST: 10TH ST to 11TH ST (900 - 999),911 MINNA ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77439801094030,-122.41565865581100
1337453,Liang Bai Ping,Truck,GRIFFITH ST: SHAFTER AVE to THOMAS AVE (1500 - 1599),1515 GRIFFITH ST,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72531943367550,-122.3813892094270
773105,Athena SF Gyro,Push Cart,08TH ST: BRANNAN ST to TOWNSEND ST (600 - 699),699 08TH ST,REQUESTED,Gyro pita bread (Lamb or chicken): lamb over rice: chicken over rice: chicken biryani rice: soft drinks,37.771021999243700,-122.4035462541840
839523,Halal Cart of San Francisco,Push Cart,MARKET ST: FREMONT ST \ FRONT ST to 01ST ST \ BUSH ST (400 - 498) -- NORTH --,1 FRONT ST,REQUESTED,Gyro; Chicken over rice; Gyro over rice;,37.791757205944400,-122.39889763689200
1336776,Golden Catering,Truck,EXECUTIVE PARK BLVD: EMERALD COVE WAY to CANDLESTICK COVE WAY (101 - 137),101 EXECUTIVE PARK BLVD,EXPIRED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,0,0
837171,Chilifruit,Push Cart,24TH ST: MISSION ST to OSAGE ALY (3300 - 3322),Assessors Block /Lot,REQUESTED,Mangoneadas: Fruit snacks: Chamoyadas: Bionicos,0,0
1336733,Quan Catering,Truck,03RD ST: ARTHUR AVE \ CARGO WAY to BURKE AVE (3401 - 3499) -- EAST --,3433 03RD ST,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,0,0
1336921,Kettle Corn Star,Push Cart,MARKET ST: POWELL ST to 05TH ST \ CYRIL MAGNIN ST (865 - 899) -- SOUTH --,865 MARKET ST,EXPIRED,Kettle Corn: Funnel Cakes: Waffles: Lemonade,37.783946907974200,-122.40715834498400
1265569,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,POWELL ST: GEARY ST to POST ST (300 - 399),331 POWELL ST,REQUESTED,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.,37.787755298967500,-122.40878221396500
1336734,Quan Catering,Truck,ALABAMA ST: TREAT AVE to 15TH ST (201 - 212),201 ALABAMA ST,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.76779784361900,-122.4120963188610
453014,Tacos Santana,,JERROLD AVE: TOLAND ST to UPTON ST (2100 - 2230),2142 JERROLD AVE,EXPIRED,,37.744518582664900,-122.39894084662800
1337443,Liang Bai Ping,Truck,YOSEMITE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1430 YOSEMITE AVE,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72549804795050,-122.38836915044200
934589,May Catering,Truck,HARRISON ST: 17TH ST to MARIPOSA ST (2050 - 2149),2130 HARRISON ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76281495322900,-122.41321151367300
1332947,Mini Mobile Food Catering,Truck,KANSAS ST: CESAR CHAVEZ ST to MARIN ST (1600 - 1699),Assessors Block 4341/Lot001,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.748950363427100,-122.40149318970800
1337456,Liang Bai Ping,Truck,MAIN ST: FOLSOM ST to HARRISON ST (300 - 399),201 FOLSOM ST,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.78814528329280,-122.39118192026300
934599,May Catering,Truck,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),180 NAPOLEON ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74758627625650,-122.39886570079600
1353436,Alfaro Truck,Truck,VALENCIA ST: 14TH ST to ROSA PARKS LN (300 - 337),306 VALENCIA ST,EXPIRED,Burritos: Tacos: Tortas: Quesadillas & Various Drinks.,37.767855269354300,-122.42248440416200
1337451,Liang Bai Ping,Truck,FREMONT ST: NATOMA ST to HOWARD ST (170 - 199),Assessors Block 3720/Lot001,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.78969136758700,-122.39659563708400
1344178,"Expresso Subito, LLC.",Truck,FRONT ST: CALIFORNIA ST to HALLECK ST (200 - 234),150 CALIFORNIA ST,EXPIRED,Expresso drinks: assorted beverages (canned: bottled: home made): scones: croissants: bagels: soup: chili: parfaits: smoothies: frappes: milk shakes.,37.793673381504700,-122.39846350948600
934592,May Catering,Truck,,299 ILLINOIS ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,0,0
934621,May Catering,Truck,MINNESOTA ST: 04TH ST \ MARIPOSA ST to 18TH ST (500 - 599),535 MINNESOTA ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.763690871096,-122.3904573860160
1337356,Tacos Rodriguez,Truck,OAKDALE AVE: INDUSTRIAL ST \ SELBY ST to TOLAND ST (2100 - 2199),2198 OAKDALE AVE,EXPIRED,Tacos: burritos: quesadillas: soda & water,37.74099473500240,-122.4011723353860
934588,May Catering,Truck,CESAR CHAVEZ ST: KANSAS ST to BAY SHORE BLVD \ VERMONT ST (2501 - 2625) -- SOUTH --,2501 CESAR CHAVEZ ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74897924115540,-122.40240923456100
934624,May Catering,Truck,HAWES ST: INGERSON AVE to JAMESTOWN AVE (2900 - 2999),2930 HAWES ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.717779453627000,-122.39165476517900
1336034,Paradise Catering,Truck,HARRISON ST: ESSEX ST \ I-80 E ON RAMP to 02ND ST (550 - 599),575 HARRISON ST,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,37.78442049199290,-122.39438063910100
1336681,Mike's Catering,Truck,BROADWAY: BATTERY ST to SANSOME ST (200 - 299),250 BROADWAY,EXPIRED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.79875493640090,-122.40179879385400
934597,May Catering,Truck,03RD ST: 22ND ST to 23RD ST (2501 - 2699) -- EAST --,2565 03RD ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75671729983720,-122.38764896299300
934613,May Catering,Truck,POTRERO AVE: ALAMEDA ST to 15TH ST (100 - 199),100 POTRERO AVE,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.768075885952700,-122.40828959528700
839524,Halal Cart of San Francisco,Push Cart,MARKET ST: 01ST ST \ BUSH ST to 02ND ST (501 - 599) -- SOUTH --,555 MARKET ST,REQUESTED,Gyro; Chicken over rice; Gyro over rice;,37.78988987820980,-122.39993041135100
1336778,Golden Catering,Truck,JAMESTOWN AVE: GRIFFITH ST to CORONADO ST (800 - 850),835 JAMESTOWN AVE,EXPIRED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,37.71717416180370,-122.39222247462400
1544281,Boulangerie La Camionnette,,FLORIDA ST: MARIPOSA ST to 18TH ST (500 - 599),500 FLORIDA ST,REQUESTED,Bread: Pastries: Coffee: Pizza,37.762590159713900,-122.41148385548200
1336015,Paradise Catering,Truck,,Assessors Block /Lot,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,0,0
1344172,"Expresso Subito, LLC.",Truck,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),150 CALIFORNIA ST,EXPIRED,Expresso drinks: assorted beverages (canned: bottled: home made): scones: croissants: bagels: soup: chili: parfaits: smoothies: frappes: milk shakes.,37.793673381504700,-122.39846350948600
1340418,Let's Be Frank,Push Cart,LINDEN ST: GOUGH ST to OCTAVIA ST (300 - 399),404 OCTAVIA ST,EXPIRED,Hot dogs and chili,37.77603906266590,-122.42417557149200
1141511,Khalid M Malik,Push Cart,BATTERY ST: MARKET ST to BUSH ST (1 - 10),Assessors Block /Lot,REQUESTED,chicken sandwich: chicken gyro: chicken biryani,0,0
1047771,The Chef Station,,DIVISADERO ST: OAK ST to FELL ST (401 - 499) -- WEST --,425 DIVISADERO ST,REQUESTED,South American Peruvian Food - Ceiches: hot wok dishes: hot pastas: rice dishes: and Tapas.,37.77336405319090,-122.43787522530300
934581,May Catering,Truck,POTRERO AVE: 24TH ST to 25TH ST (1200 - 1299),1200 POTRERO AVE,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7525772700714,-122.40680641715200
1332936,Mini Mobile Food Catering,Truck,ALAMEDA ST: HAMPSHIRE ST to BRYANT ST (2400 - 2599),Assessors Block 3905/Lot011,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.76855707131210,-122.40961023629800
1337435,Liang Bai Ping,Truck,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1389 UNDERWOOD AVE,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72711043338280,-122.3882612881440
934583,May Catering,Truck,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),600 ILLINOIS ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76416012822030,-122.38814226212800
934519,Scotch Bonnet,Truck,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),430 CALIFORNIA ST,EXPIRED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,37.793262206923100,-122.4017890913630
1336023,Paradise Catering,Truck,09TH ST: BRYANT ST \ HWY 101 N OFF RAMP to BRANNAN ST (500 - 599),555 09TH ST,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,37.77102779661400,-122.40731420131300
934622,May Catering,Truck,JAMESTOWN AVE: GRIFFITH ST to CORONADO ST (800 - 850),800 JAMESTOWN AVE,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.71644300214740,-122.38993787932100
1544290,Cochinita,Truck,DIVISADERO ST: MCALLISTER ST to GOLDEN GATE AVE (901 - 999) -- WEST --,999 DIVISADERO ST,REQUESTED,Mexican Food: Yucatan Food: Street Food,37.778384300969000,-122.43878238856700
1336020,Paradise Catering,Truck,CLAY ST: MONTGOMERY ST to KEARNY ST (600 - 699),634 CLAY ST,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,37.794793001017800,-122.40386388586500
1534033,"Off the Grid Services, LLC",,MINNA ST: SHAW ALY to 02ND ST (44 - 99),65 MINNA ST,REQUESTED,N/A,37.7879095795372,-122.39836076940500
1337449,Liang Bai Ping,Truck,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1450 DONNER AVE,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72305650933890,-122.39111194064200
1337452,Liang Bai Ping,Truck,GRIFFITH ST: QUESADA AVE to REVERE AVE (1300 - 1399),1300 GRIFFITH ST,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.727086633951400,-122.38107444874900
1337354,Tacos Rodriguez,Truck,EVANS AVE: KEITH ST to MENDELL ST (1201 - 1399) -- SOUTH --,1275 EVANS AVE,EXPIRED,Tacos: burritos: quesadillas: soda & water,37.73911142974500,-122.38246497113600
934602,May Catering,Truck,HARRISON ST: MARIPOSA ST to 18TH ST (2150 - 2198),2150 HARRISON ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,0,0
1332945,Mini Mobile Food Catering,Truck,HARRISON ST: FREMONT ST \ I-80 W OFF RAMP to 01ST ST \ I-80 E ON RAMP (400 - 499),401 HARRISON ST,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,0,0
1337444,Liang Bai Ping,Truck,BANCROFT AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1440 BANCROFT AVE,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72417289276130,-122.38973542901100
1337438,Liang Bai Ping,Truck,VAN DYKE AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1337 VAN DYKE AVE,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7262494817986,-122.38781536801400
1332935,Mini Mobile Food Catering,Truck,01ST ST: CLEMENTINA ST to FOLSOM ST (245 - 299),245 01ST ST,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7879000978181,-122.39459403620500
1336035,Paradise Catering,Truck,HARRISON ST: MERLIN ST to OAK GROVE ST (924 - 950),938 HARRISON ST,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,0,0
1336740,Quan Catering,Truck,BRYANT ST: 04TH ST \ I-80 E OFF RAMP to 05TH ST \ I-80 E ON RAMP (600 - 699),645 BRYANT ST,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.778266576694600,-122.3988359224450
934593,May Catering,Truck,16TH ST: 03RD ST to 04TH ST (500 - 599),500 16TH ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,0,0
1336774,Golden Catering,Truck,BAY SHORE BLVD: LELAND AVE to VISITACION AVE (2401 - 2499) -- EAST --,2401 BAY SHORE BLVD,EXPIRED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,37.71093379298100,-122.40278453801000
1336016,Paradise Catering,Truck,RUSS ST: TULIP ALY to NATOMA ST (20 - 39),25 RUSS ST,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,37.779463731622500,-122.40886795102300
934302,Yummy Hot Dogs,Push Cart,MARKET ST: MASON ST \ TURK ST to 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST (950 - 998) -- NORTH --,954 MARKET ST,SUSPEND,Hot dogs: pretzels: chips: juices and cold drinks,37.78317542073360,-122.40956831554700
934617,May Catering,Truck,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77632714778990,-122.39179682107700
812018,SF Street Food,Truck,MISSION ST: ANNIE ST to 03RD ST (663 - 699),667 MISSION ST,REQUESTED,Chicken Tikka Masala: Vegetarian Rice Plate: Burritos: Tacos: Mango Lassi,37.7865580501799,-122.40103337535000
931094,Swell Cream & Coffee,Truck,TARAVAL ST: 34TH AVE to 35TH AVE (2400 - 2499),2450 TARAVAL ST,REQUESTED,Ice cream: coffee: pastries,37.74255037355930,-122.49267708221500
934590,May Catering,Truck,BERRY ST: 05TH ST to 06TH ST (300 - 399),301 BERRY ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77433766636960,-122.39405328631300
934603,May Catering,Truck,16TH ST: MISSOURI ST to CONNECTICUT ST (1000 - 1099),1006 16TH ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76668985738670,-122.3971823227810
1336037,Paradise Catering,Truck,MINNA ST: 07TH ST to JULIA ST (600 - 666),621 MINNA ST,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,37.77823283967360,-122.4108229895070
1336742,Quan Catering,Truck,CALIFORNIA ST: DRUMM ST to DAVIS ST (1 - 99),50 CALIFORNIA ST,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.79405318373290,-122.39734769332600
1336019,Paradise Catering,Truck,07TH ST: CLEVELAND ST to HARRISON ST (314 - 399),370 07TH ST,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,37.77571285897460,-122.40695037968600
934576,May Catering,Truck,ILLINOIS ST: 20TH ST to 22ND ST (900 - 1099),1000 ILLINOIS ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.75924591902610,-122.38791737699100
1265607,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,GEARY ST: STOCKTON ST to POWELL ST (200 - 299),Assessors Block /Lot,REQUESTED,American Food: Hot dogs: pretzels: ice cream: salads: beverages: sandwiches: soup: coffee: pastries:etc.,0,0
1332943,Mini Mobile Food Catering,Truck,FREMONT ST: FOLSOM ST to HARRISON ST \ I-80 W OFF RAMP (300 - 399),350 FREMONT ST,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.787076530384300,-122.39298262422800
1336686,Mike's Catering,Truck,MINNESOTA ST: 24TH ST to 25TH ST (1300 - 1399),1310 MINNESOTA ST,EXPIRED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.75369989994380,-122.39006834690800
1332949,Mini Mobile Food Catering,Truck,MENDELL ST: GALVEZ AVE to HUDSON AVE (600 - 699),620 MENDELL ST,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.739378669437300,-122.38633794515300
1336025,Paradise Catering,Truck,DORE ST: HOWARD ST to FOLSOM ST (1 - 99),45 DORE ST,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,37.77407092896160,-122.41290398690800
840504,Taqueria Lolita,Truck,EVANS AVE: QUINT ST to RANKIN ST (1700 - 1799),750 PHELPS ST,SUSPEND,Tacos: burritos: quesadillas: combination plates: tortas: tostadas,37.73944545286910,-122.39301498669800
1336677,Mike's Catering,Truck,CHINA BASIN ST: TERRY A FRANCOIS BLVD to 03RD ST (300 - 499),435 CHINA BASIN ST,EXPIRED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,0,0
1337355,Tacos Rodriguez,Truck,MENDELL ST: GALVEZ AVE to HUDSON AVE (600 - 699),600 MENDELL ST,EXPIRED,Tacos: burritos: quesadillas: soda & water,37.73967879180790,-122.38649338455500
1544283,Cochinita,Truck,24TH ST: UTAH ST to POTRERO AVE (2600 - 2699),2601 24TH ST,REQUESTED,Panushos: Salbutes: Salad: Rice: Beans: Cochinita: etc.,37.752822368121500,-122.4055319192160
1336743,Quan Catering,Truck,ALANA WAY: COUNTY LINE intersection,151 EXECUTIVE PARK BLVD,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,0,0
1336018,Paradise Catering,Truck,BRANNAN ST: HARRIET ST to LUCERNE ST (715 - 743),732 BRANNAN ST,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,37.77423022913090,-122.402102214519
934605,May Catering,Truck,16TH ST: FLORIDA ST to ALABAMA ST (2500 - 2599),2500 16TH ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76582045448320,-122.41196835791200
1337437,Liang Bai Ping,Truck,VAN DYKE AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1370 VAN DYKE AVE,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72695076437820,-122.3879799562620
934303,Yummy Hot Dogs,Push Cart,MARKET ST: MASON ST \ TURK ST to 06TH ST \ GOLDEN GATE AVE \ TAYLOR ST (943 - 999) -- SOUTH --,945 MARKET ST,SUSPEND,Hot dogs: pretzels: chips: juices and cold drinks,37.78283416369840,-122.408837940446
1337433,Liang Bai Ping,Truck,THOMAS AVE: HAWES ST to INGALLS ST (1200 - 1299),1212 THOMAS AVE,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7266647697066,-122.38414422460600
1336737,Quan Catering,Truck,BAY SHORE BLVD: VISITACION AVE to SUNNYDALE AVE (2501 - 2599) -- EAST --,2555 BAY SHORE BLVD,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.70937546400140,-122.40415437850900
1351263,Isidoro Serrano,Push Cart,21ST ST: CAPP ST to MISSION ST (3150 - 3199),2501 MISSION ST,EXPIRED,,37.756877451535700,-122.41857988947600
934607,May Catering,Truck,17TH ST: TREAT AVE to FOLSOM ST (3025 - 3099),3030 17TH ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.764038182817400,-122.41375751658900
735315,Ziaurehman Amini,Push Cart,DRUMM ST: MARKET ST to CALIFORNIA ST (1 - 6),1 CALIFORNIA ST,REQUESTED,,37.793213731663400,-122.39704303671800
1337445,Liang Bai Ping,Truck,BANCROFT AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1460 BANCROFT AVE,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72441324329630,-122.39015723961100
1337457,Liang Bai Ping,Truck,OFARRELL ST: BRODERICK ST to SAINT JOSEPHS AVE (2200 - 2299),2200 OFARRELL ST,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,0,0
1343454,Esmeli Catering,Truck,HOOPER ST: 07TH ST to 08TH ST (100 - 199),Assessors Block /Lot,REQUESTED,tacos: burritos: quesadilla: tortas sodas,0,0
1337446,Liang Bai Ping,Truck,BANCROFT AVE: JENNINGS ST to KEITH ST (1500 - 1599),1555 BANCROFT AVE,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72439752974340,-122.39150511638300
1515719,Treats by the Bay LLC,Truck,04TH ST: NELSON RISING LN to GENE FRIEND WAY (1500 - 1599),1550 04TH ST,REQUESTED,Prepackaged Kettle Corn,37.769124412168100,-122.39147491124600
1367765,Authentic India,Push Cart,MARKET ST: 09TH ST \ LARKIN ST to 10TH ST \ FELL ST \ POLK ST (1301 - 1399) -- SOUTH --,1355 MARKET ST,EXPIRED,Indian Street Food,37.776736212750100,-122.41639493007700
934574,May Catering,Truck,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2525 MARIN ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74761607223310,-122.40197697572400
1544287,Cochinita,Truck,BRANNAN ST: ZOE ST to 04TH ST (440 - 499),490 BRANNAN ST,REQUESTED,Mexican Food: Yucatan Food: Street Food,37.778863135500200,-122.39644435935800
1344203,"Bay Area Dots, LLC",Push Cart,TAYLOR ST: BAY ST intersection,567 BAY ST,REQUESTED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,0,0
1552373,Breakfast Embed,Truck,MISSION ROCK ST: 04TH ST intersection,1200 04TH ST,REQUESTED,Coffee: Pastries: Bagels: Sandwiches: Other Items,37.772483606822600,-122.39181160681600
1337454,Liang Bai Ping,Truck,HAWES ST: SHAFTER AVE to THOMAS AVE (1500 - 1599),1153 SHAFTER AVE,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72648516321650,-122.38323245870700
934609,May Catering,Truck,MISSION CREEK: 03RD ST to 04TH ST (0 - 0),Assessors Block 8711/Lot023,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77407484105830,-122.39066845814600
1336027,Paradise Catering,Truck,FOLSOM ST: SHERMAN ST to MOSS ST (1061 - 1078),1069 FOLSOM ST,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,37.77704787514930,-122.4070350934510
1344173,"Expresso Subito, LLC.",Truck,MISSION ST: ANTHONY ST to 02ND ST (573 - 599),85 02ND ST,EXPIRED,Expresso drinks: assorted beverages (canned: bottled: home made): scones: croissants: bagels: soup: chili: parfaits: smoothies: frappes: milk shakes.,37.788457028828900,-122.3998841605660
1400796,El Calamar Perubian Food Truck,Truck,24TH ST: UTAH ST to POTRERO AVE (2600 - 2699),2615 24TH ST,REQUESTED,Lomo Saltado: Jalea: Ceviche: Calamari Tilapia Plates: Chicken: Soda: Water.,37.75281482922110,-122.40566264191800
1337923,La Jefa,,SANSOME ST: BUSH ST to PINE ST (100 - 199),155 SANSOME ST,REQUESTED,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,37.79183426305550,-122.40127961659600
934611,May Catering,Truck,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2300 CESAR CHAVEZ ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.749945285757100,-122.40042088443800
1340417,Let's Be Frank,Push Cart,HAYES ST: GOUGH ST to OCTAVIA ST (400 - 499),425 HAYES ST,EXPIRED,Hot dogs and chili,37.776566896519500,-122.42339537672700
1336680,Mike's Catering,Truck,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2200 CESAR CHAVEZ ST,EXPIRED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.750048825970400,-122.39967205970900
1447794,Street Meet,Truck,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),564 HOWARD ST,REQUESTED,Tortas: Burritos: Tacos: Churros: Nachos: Asada Fries,37.787539893467500,-122.39772670915200
934614,May Catering,Truck,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2090 EVANS AVE,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.74795496456780,-122.39579738491600
1337920,La Jefa,,04TH ST: NELSON RISING LN to GENE FRIEND WAY (1500 - 1599),1550 04TH ST,REQUESTED,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,37.769124412168100,-122.39147491124600
